0,0.17333,50,50
0.16667,0.17333,50,50
0.33333,0.17333,50,50
0.5,0.17333,50,50
0.66667,0.17333,50,50
0.83333,0.17333,50,50
1,0.17333,50,50
1.1667,0.17333,50,50
1.3333,0.17333,50,50
1.5,0.17333,50,50
1.6667,0.17333,50,50
1.8333,0.17333,50,50
2,0.17333,50,50
2.1667,0.17333,50,50
2.3333,0.17333,50,50
2.5,0.17333,50,50
2.6667,0.17333,50,50
2.8333,0.17333,50,50
3,0.17333,50,50
3.1667,0.17333,50,50
3.3333,0.17333,50,50
3.5,0.17333,50,50
3.6667,0.17333,50,50
3.8333,0.17333,50,50
4,0.17333,50,50
4.1667,0.17333,50,50
4.3333,0.17333,50,50
4.5,0.17333,50,50
4.6667,0.17333,50,50
4.8333,0.17333,50,50
5,0.17333,50,70
5.1667,0.17333,50,70
5.3333,0.17333,50,70
5.5,0.17333,50,70
5.6667,0.17333,50,70
5.8333,0.17333,50,70
6,0.17333,50,70
6.1667,0.17333,50,70
6.3333,0.17333,50,70
6.5,0.17333,50,70
6.6667,0.17333,50,70
6.8333,0.17333,50,70
7,0.17333,50,70
7.1667,0.17333,50,70
7.3333,0.17333,50,70
7.5,0.17333,50,70
7.6667,0.17333,50,70
7.8333,0.17333,50,70
8,0.17333,50,70
8.1667,0.17333,50,70
8.3333,0.17333,50,70
8.5,0.17333,50,70
8.6667,0.17333,50,70
8.8333,0.17333,50,70
9,0.17333,50,70
9.1667,0.17333,50,70
9.3333,0.17333,50,70
9.5,0.17333,50,70
9.6667,0.17333,50,70
9.8333,0.17333,50,70
10,0.17333,50,70
10.167,0.17333,50,50
10.333,0.17333,50,50
10.5,0.17333,50,50
10.667,0.17333,50,50
10.833,0.17333,50,50
11,0.17333,50,50
11.167,0.17333,50,50
11.333,0.17333,50,50
11.5,0.17333,50,50
11.667,0.17333,50,50
11.833,0.17333,50,50
12,0.17333,50,50
12.167,0.17333,50,50
12.333,0.17333,50,50
12.5,0.17333,50,50
12.667,0.17333,50,50
12.833,0.17333,50,50
13,0.17333,50,50
13.167,0.17333,50,50
13.333,0.17333,50,50
13.5,0.17333,50,50
13.667,0.17333,50,50
13.833,0.17333,50,50
14,0.17333,50,50
14.167,0.17333,50,50
14.333,0.17333,50,50
14.5,0.17333,50,50
14.667,0.17333,50,50
14.833,0.17333,50,50
15,0.17333,50,50
15.167,0.17333,50,50
15.333,0.17333,50,50
15.5,0.17333,50,50
15.667,0.17333,50,50
15.833,0.17333,50,50
16,0.17333,50,50
16.167,0.17333,50,50
16.333,0.17333,50,50
16.5,0.17333,50,50
16.667,0.17333,50,50
16.833,0.17333,50,50
17,0.17333,50,50
17.167,0.17333,50,50
17.333,0.17333,50,50
17.5,0.17333,50,50
17.667,0.17333,50,50
17.833,0.17333,50,50
18,0.17333,50,50
18.167,0.17333,50,50
18.333,0.17333,50,50
18.5,0.17333,50,50
18.667,0.17333,50,50
18.833,0.17333,50,50
19,0.17333,50,50
19.167,0.17333,50,50
19.333,0.17333,50,50
19.5,0.17333,50,50
19.667,0.17333,50,50
19.833,0.17333,50,50
20,0.17333,50,50
20.167,0.17333,50,50
20.333,0.17333,50,50
20.5,0.17333,50,50
20.667,0.17333,50,50
20.833,0.17333,50,50
21,0.17333,50,50
21.167,0.17333,50,50
21.333,0.17333,50,50
21.5,0.17333,50,50
21.667,0.17333,50,50
21.833,0.17333,50,50
22,0.17333,50,50
22.167,0.17333,50,50
22.333,0.17333,50,50
22.5,0.17333,50,50
22.667,0.17333,50,50
22.833,0.17333,50,50
23,0.17333,50,50
23.167,0.17333,50,50
23.333,0.17333,50,50
23.5,0.17333,50,50
23.667,0.17333,50,50
23.833,0.17333,50,50
24,0.17333,50,50
24.167,0.17333,50,50
24.333,0.17333,50,50
24.5,0.17333,50,50
24.667,0.17333,50,50
24.833,0.17333,50,50
25,0.17335,50,50
